Id,SalePrice
1461,132152.95
1462,164804.36
1463,193517.94
1464,209074.39
1465,209623.6
1466,181157.38
1467,179496.61
1468,177566.97
1469,200112.61
1470,130977.67
1471,207548.73
1472,91088.27
1473,99196.82
1474,152212.9
1475,123445.49
1476,363802.66
1477,239221.14
1478,257596.36
1479,296104.47
1480,388855.0
1481,336150.0
1482,227253.2
1483,173715.7
1484,171418.31
1485,178150.12
1486,206290.92
1487,335334.06
1488,250356.38
1489,200143.08
1490,231999.95
1491,197047.16
1492,102001.87
1493,188999.92
1494,294593.78
1495,304186.75
1496,247725.1
1497,193560.19
1498,164614.58
1499,155475.56
1500,145800.08
1501,159653.16
1502,149186.61
1503,309908.44
1504,261882.84
1505,233840.2
1506,214641.64
1507,265830.66
1508,204013.06
1509,180307.34
1510,162262.97
1511,160337.14
1512,180040.67
1513,161510.02
1514,183829.44
1515,223875.25
1516,157855.06
1517,174350.62
1518,142208.67
1519,235781.34
1520,147074.7
1521,151982.4
1522,185982.27
1523,122365.26
1524,131653.05
1525,140191.62
1526,125515.22
1527,110831.766
1528,136056.53
1529,156432.27
1530,193158.52
1531,104659.69
1532,108047.1
1533,152107.3
1534,122896.06
1535,159056.44
1536,124230.58
1537,79435.12
1538,186912.11
1539,211798.44
1540,129187.08
1541,151532.84
1542,139704.94
1543,223882.69
1544,85957.02
1545,110465.56
1546,138688.7
1547,138401.86
1548,141145.45
1549,121218.734
1550,149513.56
1551,120690.49
1552,159481.11
1553,144916.14
1554,116678.33
1555,178259.7
1556,83946.94
1557,118466.31
1558,95915.45
1559,118581.62
1560,143708.11
1561,167990.64
1562,136684.31
1563,124905.6
1564,186809.08
1565,152475.14
1566,255682.95
1567,77631.016
1568,252118.3
1569,156619.81
1570,149389.61
1571,130353.5
1572,155637.33
1573,240081.0
1574,129038.375
1575,238293.61
1576,244137.12
1577,192938.22
1578,152436.67
1579,152080.58
1580,210898.11
1581,149484.39
1582,138983.8
1583,350617.56
1584,244100.2
1585,142829.4
1586,71963.734
1587,103893.51
1588,176280.72
1589,98373.99
1590,152787.12
1591,106049.04
1592,127087.336
1593,135671.48
1594,213315.22
1595,121165.18
1596,237381.52
1597,192128.39
1598,192383.77
1599,204133.31
1600,187180.3
1601,76575.58
1602,124647.484
1603,101730.625
1604,290361.8
1605,263702.78
1606,179223.16
1607,203805.64
1608,208654.45
1609,187303.86
1610,152126.55
1611,148514.34
1612,173921.72
1613,166642.33
1614,129269.08
1615,88377.375
1616,79896.65
1617,96230.89
1618,133204.36
1619,138608.36
1620,154682.25
1621,138863.58
1622,152283.22
1623,302326.84
1624,221150.28
1625,125178.875
1626,188182.61
1627,203399.33
1628,312508.28
1629,185236.95
1630,396546.72
1631,236065.77
1632,271668.72
1633,173550.94
1634,194361.8
1635,195641.39
1636,158381.06
1637,191438.75
1638,211693.53
1639,190093.78
1640,270618.5
1641,197050.4
1642,244751.16
1643,247382.27
1644,256311.36
1645,195864.52
1646,171332.89
1647,171438.6
1648,144530.31
1649,149220.75
1650,120032.58
1651,125141.305
1652,94847.625
1653,98867.96
1654,149223.52
1655,141031.4
1656,150552.08
1657,149209.64
1658,151039.64
1659,129210.766
1660,164908.3
1661,375414.12
1662,388932.94
1663,418514.72
1664,407680.2
1665,277156.5
1666,344502.0
1667,381271.66
1668,349921.72
1669,299380.38
1670,353044.0
1671,288000.22
1672,379298.53
1673,269637.25
1674,252099.16
1675,196458.0
1676,190613.92
1677,227365.69
1678,373411.38
1679,380881.06
1680,398072.0
1681,283026.44
1682,320486.1
1683,184202.64
1684,180070.72
1685,179889.34
1686,167529.11
1687,173290.7
1688,201610.95
1689,206555.22
1690,210136.9
1691,184849.81
1692,290045.2
1693,170780.4
1694,197094.9
1695,171610.64
1696,271707.44
1697,179761.42
1698,360072.38
1699,348685.56
1700,257851.64
1701,294155.06
1702,219447.81
1703,263988.0
1704,307311.88
1705,267154.1
1706,364425.25
1707,235265.75
1708,213917.28
1709,259957.83
1710,241593.95
1711,270284.03
1712,278257.22
1713,262575.94
1714,226440.42
1715,210135.83
1716,194883.11
1717,171980.02
1718,125474.5
1719,216959.4
1720,243996.52
1721,167657.0
1722,119749.47
1723,156318.52
1724,214537.6
1725,258782.5
1726,185866.42
1727,177778.66
1728,183345.12
1729,176719.3
1730,175564.9
1731,134892.06
1732,144171.78
1733,133585.48
1734,129183.01
1735,141015.4
1736,123585.28
1737,373536.62
1738,230458.11
1739,320963.44
1740,194744.86
1741,192141.89
1742,170155.23
1743,181904.81
1744,329398.16
1745,232078.69
1746,219907.14
1747,231132.77
1748,248476.4
1749,163483.84
1750,145467.36
1751,249846.52
1752,128217.96
1753,153168.05
1754,207123.81
1755,181746.45
1756,135010.34
1757,130826.6
1758,160204.45
1759,172946.2
1760,171081.11
1761,165884.3
1762,194265.38
1763,185040.92
1764,127313.48
1765,201529.81
1766,201033.08
1767,214853.86
1768,144168.8
1769,186133.55
1770,156870.67
1771,132353.6
1772,145864.3
1773,136264.77
1774,137454.17
1775,143036.61
1776,130705.055
1777,119539.13
1778,146984.16
1779,117960.234
1780,185015.25
1781,132572.33
1782,96937.164
1783,132937.53
1784,104686.41
1785,127313.266
1786,161519.86
1787,163989.77
1788,59967.62
1789,105387.664
1790,85085.99
1791,208984.7
1792,168695.28
1793,153962.11
1794,156926.8
1795,143076.39
1796,143013.81
1797,127134.055
1798,133014.44
1799,112728.71
1800,145909.78
1801,142520.58
1802,143974.23
1803,165748.78
1804,151707.9
1805,154661.05
1806,131289.4
1807,157282.4
1808,117561.91
1809,123827.17
1810,153010.61
1811,110241.52
1812,111036.375
1813,129328.516
1814,101434.34
1815,60203.316
1816,107839.02
1817,122880.48
1818,165278.03
1819,127245.445
1820,74827.32
1821,116182.7
1822,153145.02
1823,61383.08
1824,152908.53
1825,146978.7
1826,111771.4
1827,109512.164
1828,142544.97
1829,125960.71
1830,148481.31
1831,164898.25
1832,105087.59
1833,154772.58
1834,121317.766
1835,150495.72
1836,136449.67
1837,90802.67
1838,126680.86
1839,93848.14
1840,166626.86
1841,163326.81
1842,91012.695
1843,143072.03
1844,148147.28
1845,148516.52
1846,158985.42
1847,182012.84
1848,61772.285
1849,120523.22
1850,128384.305
1851,169463.95
1852,133354.73
1853,137799.39
1854,178039.61
1855,159488.92
1856,239217.2
1857,159858.36
1858,145184.88
1859,124861.445
1860,162237.73
1861,125776.11
1862,353430.03
1863,343948.0
1864,343948.0
1865,348323.97
1866,366456.94
1867,249117.31
1868,361959.94
1869,218134.23
1870,235052.02
1871,261055.94
1872,181184.14
1873,255781.0
1874,144286.66
1875,228120.17
1876,203720.92
1877,245730.97
1878,197342.22
1879,137537.23
1880,141389.56
1881,250903.61
1882,277254.8
1883,199441.89
1884,214759.84
1885,271189.0
1886,343547.88
1887,232617.86
1888,273770.72
1889,165603.0
1890,143057.2
1891,143915.2
1892,113888.086
1893,147090.16
1894,122987.77
1895,144952.56
1896,138606.27
1897,117434.234
1898,114383.42
1899,162539.86
1900,151923.14
1901,169039.56
1902,149607.02
1903,240489.06
1904,140264.58
1905,193652.89
1906,159707.9
1907,207843.17
1908,116629.5
1909,129776.44
1910,125045.734
1911,206028.3
1912,323427.53
1913,156372.52
1914,73995.836
1915,338630.88
1916,78116.37
1917,265446.3
1918,145845.92
1919,181430.73
1920,153788.25
1921,391704.5
1922,355184.1
1923,228601.23
1924,258731.27
1925,224693.0
1926,392719.53
1927,144319.2
1928,173147.33
1929,127376.58
1930,131559.84
1931,145265.45
1932,138215.02
1933,184647.86
1934,193146.44
1935,178082.23
1936,212046.86
1937,182979.12
1938,175282.69
1939,289587.3
1940,207803.48
1941,182825.9
1942,189643.88
1943,220072.14
1944,321521.2
1945,399344.9
1946,150691.0
1947,359774.25
1948,162914.3
1949,254875.73
1950,191197.95
1951,315971.5
1952,242695.66
1953,160366.44
1954,206092.52
1955,141331.39
1956,318513.5
1957,175146.95
1958,324542.88
1959,152622.25
1960,125855.85
1961,127513.1
1962,93555.266
1963,101797.555
1964,102254.195
1965,155005.92
1966,145955.53
1967,304546.7
1968,388640.66
1969,399687.94
1970,422006.56
1971,458784.03
1972,365581.78
1973,271250.62
1974,315049.03
1975,409940.16
1976,283887.06
1977,349626.7
1978,369400.7
1979,341175.34
1980,208743.98
1981,328193.84
1982,240487.42
1983,217294.88
1984,169909.52
1985,230789.58
1986,220979.34
1987,190399.0
1988,184292.66
1989,205058.78
1990,234940.1
1991,231911.75
1992,226423.9
1993,173631.67
1994,259202.52
1995,197534.14
1996,253155.2
1997,334078.47
1998,357544.7
1999,290877.53
2000,310495.78
2001,264580.38
2002,262258.28
2003,273636.1
2004,291458.78
2005,251284.34
2006,249465.86
2007,233986.05
2008,215109.06
2009,194145.47
2010,192275.16
2011,131232.02
2012,177739.36
2013,190083.39
2014,202345.86
2015,211537.9
2016,190412.28
2017,203845.4
2018,140419.14
2019,144069.08
2020,122656.336
2021,116327.82
2022,196720.7
2023,153934.53
2024,280256.8
2025,399188.1
2026,179674.36
2027,152865.86
2028,177340.77
2029,160670.2
2030,288465.25
2031,260953.31
2032,285812.25
2033,276393.84
2034,166244.75
2035,226867.05
2036,213470.78
2037,223029.39
2038,336654.28
2039,237294.7
2040,332093.84
2041,284068.03
2042,211293.31
2043,191055.61
2044,180394.11
2045,215388.3
2046,149547.0
2047,155804.14
2048,143675.1
2049,142738.94
2050,199075.44
2051,114426.87
2052,131866.9
2053,155372.64
2054,92420.92
2055,168047.69
2056,151699.62
2057,123549.83
2058,227605.08
2059,146364.8
2060,187785.31
2061,190717.34
2062,139618.1
2063,122370.75
2064,152852.77
2065,127762.336
2066,173004.16
2067,122463.57
2068,161679.33
2069,91102.17
2070,110173.24
2071,92040.8
2072,140536.89
2073,155087.36
2074,201557.9
2075,160004.61
2076,123201.66
2077,160665.81
2078,138587.56
2079,140109.75
2080,124333.09
2081,137470.88
2082,143380.72
2083,151067.38
2084,118985.91
2085,128599.0
2086,125566.87
2087,128975.87
2088,103382.69
2089,85329.04
2090,134246.11
2091,131492.06
2092,127258.72
2093,135154.98
2094,132587.56
2095,165180.94
2096,90355.89
2097,95096.195
2098,151585.86
2099,60147.91
2100,99644.53
2101,123157.5
2102,140737.28
2103,103136.18
2104,160823.73
2105,119716.72
2106,74845.414
2107,241017.56
2108,124819.336
2109,126375.72
2110,142377.05
2111,145878.97
2112,155305.6
2113,132654.61
2114,106897.8
2115,174449.36
2116,124905.92
2117,154362.62
2118,134043.05
2119,118086.36
2120,121477.28
2121,116200.945
2122,116046.016
2123,93157.836
2124,186558.95
2125,140105.92
2126,163826.81
2127,165361.1
2128,131059.79
2129,108918.164
2130,148840.3
2131,168729.06
2132,121724.79
2133,139233.92
2134,129413.445
2135,93408.78
2136,75616.234
2137,114227.484
2138,144257.89
2139,158707.4
2140,150079.36
2141,150892.0
2142,143612.83
2143,148291.23
2144,133803.0
2145,137667.12
2146,164587.94
2147,156630.45
2148,137207.86
2149,146102.25
2150,221934.22
2151,128853.0
2152,194282.67
2153,171008.98
2154,122825.85
2155,141657.47
2156,308231.9
